Block (1, 1): dy = 0, dx = 0
Block (121, 185): dy = 2, dx = -1
Block (129, 185): dy = 1, dx = -2
Block (137, 185): dy = 1, dx = -2
Block (145, 185): dy = 6, dx = 3
Block (153, 185): dy = 2, dx = -4
Block (161, 185): dy = 3, dx = -4
Block (169, 185): dy = 3, dx = -4
Block (177, 185): dy = 2, dx = -5
Block (185, 185): dy = 1, dx = -3
Block (193, 185): dy = 2, dx = -6
Block (201, 185): dy = 2, dx = -5
Block (209, 185): dy = 2, dx = -8
Block (217, 185): dy = 3, dx = -8
Block (225, 185): dy = 3, dx = -8
Block (233, 185): dy = 2, dx = -5
Block (241, 185): dy = 1, dx = -4
Block (249, 185): dy = -1, dx = -3
Block (257, 185): dy = -1, dx = -2
Block (265, 185): dy = 0, dx = 0
Block (273, 185): dy = 0, dx = 0
Block (281, 185): dy = 0, dx = 0
Block (289, 185): dy = 0, dx = 0
Block (297, 185): dy = 0, dx = 0
Block (305, 185): dy = 0, dx = 0
Block (313, 185): dy = 0, dx = 0
Block (321, 185): dy = 0, dx = 0
Block (329, 185): dy = 0, dx = 0
Block (337, 185): dy = 0, dx = 0
Block (345, 185): dy = 0, dx = 0
Block (1, 193): dy = 0, dx = 0
Block (9, 193): dy = 0, dx = 0
Block (17, 193): dy = 0, dx = 0
Block (25, 193): dy = 0, dx = 0
Block (33, 193): dy = 0, dx = 0
Block (41, 193): dy = 0, dx = 0
Block (49, 193): dy = 0, dx = 0
Block (57, 193): dy = 0, dx = 0
Block (65, 193): dy = 0, dx = 0
Block (73, 193): dy = 0, dx = 0
Block (81, 193): dy = 0, dx = 0
Block (89, 193): dy = 0, dx = 0
Block (97, 193): dy = 0, dx = -1
Block (105, 193): dy = 1, dx = -1
Block (113, 193): dy = 1, dx = -1
Block (121, 193): dy = 1, dx = -1
Block (129, 193): dy = 1, dx = -1
Block (137, 193): dy = 2, dx = -2
Block (145, 193): dy = -2, dx = 6
Block (153, 193): dy = -2, dx = -4
Block (161, 193): dy = 2, dx = -4
Block (169, 193): dy = 2, dx = -4
Block (177, 193): dy = 2, dx = -4
Block (185, 193): dy = 1, dx = -4
Block (193, 193): dy = 2, dx = -5
Block (201, 193): dy = 1, dx = -5
Block (209, 193): dy = 0, dx = 5
Block (217, 193): dy = 1, dx = -2
Block (225, 193): dy = 2, dx = -5
Block (233, 193): dy = 2, dx = -5
Block (241, 193): dy = 1, dx = -5
Block (249, 193): dy = 0, dx = -2
Block (257, 193): dy = 0, dx = -2
Block (265, 193): dy = 0, dx = 0
Block (273, 193): dy = 0, dx = 0
Block (281, 193): dy = 0, dx = 0
Block (289, 193): dy = 0, dx = 0
Block (297, 193): dy = 0, dx = 0
Block (305, 193): dy = 0, dx = 0
Block (313, 193): dy = 0, dx = 0
Block (321, 193): dy = 0, dx = 0
Block (329, 193): dy = 0, dx = 0
Block (337, 193): dy = 0, dx = 0
Block (345, 193): dy = 0, dx = 0
Block (1, 201): dy = 0, dx = 0
Block (9, 201): dy = 0, dx = 0
Block (17, 201): dy = 0, dx = 0
Block (25, 201): dy = 0, dx = 0
Block (33, 201): dy = 0, dx = 0
Block (41, 201): dy = 0, dx = 0
Block (49, 201): dy = 0, dx = 0
Block (57, 201): dy = 0, dx = 0
Block (65, 201): dy = 0, dx = 0
Block (73, 201): dy = 0, dx = 0
Block (81, 201): dy = 0, dx = 0
Block (89, 201): dy = 0, dx = 0
Block (97, 201): dy = 1, dx = -1
Block (105, 201): dy = 1, dx = -1
Block (113, 201): dy = 1, dx = 0
Block (121, 201): dy = 1, dx = 0
Block (129, 201): dy = 2, dx = -1
Block (137, 201): dy = 6, dx = -1
Block (145, 201): dy = 8, dx = -5
Block (153, 201): dy = -2, dx = -6
Block (161, 201): dy = 2, dx = -4
Block (169, 201): dy = 2, dx = -4
Block (177, 201): dy = 3, dx = -5
Block (185, 201): dy = 2, dx = -5
Block (193, 201): dy = 3, dx = -5
Block (201, 201): dy = 2, dx = -5
Block (209, 201): dy = 1, dx = -2
Block (217, 201): dy = 3, dx = -8
Block (225, 201): dy = 7, dx = 7
Block (233, 201): dy = -8, dx = -3
Block (241, 201): dy = -8, dx = -7
Block (249, 201): dy = -1, dx = -2
Block (257, 201): dy = 0, dx = -2
Block (265, 201): dy = 0, dx = 0
Block (273, 201): dy = 0, dx = -1
Block (281, 201): dy = 0, dx = 0
Block (289, 201): dy = 0, dx = 0
Block (297, 201): dy = 0, dx = 0
Block (305, 201): dy = 0, dx = 0
Block (313, 201): dy = 0, dx = 0
Block (321, 201): dy = 0, dx = 0
Block (329, 201): dy = 0, dx = 0
Block (337, 201): dy = 0, dx = 0
Block (345, 201): dy = 0, dx = 0
Block (1, 209): dy = 0, dx = 0
Block (9, 209): dy = 0, dx = 0
Block (17, 209): dy = 0, dx = 0
Block (25, 209): dy = 0, dx = 0
Block (33, 209): dy = 0, dx = 0
Block (41, 209): dy = 0, dx = 0
Block (49, 209): dy = 0, dx = 0
Block (57, 209): dy = 0, dx = 0
Block (65, 209): dy = 0, dx = 0
Block (73, 209): dy = 0, dx = 0
Block (81, 209): dy = 0, dx = 0
Block (89, 209): dy = 0, dx = 0
Block (97, 209): dy = 1, dx = 0
Block (105, 209): dy = 1, dx = 0
Block (113, 209): dy = 1, dx = 0
Block (121, 209): dy = 0, dx = 0
Block (129, 209): dy = -3, dx = -2
Block (137, 209): dy = 1, dx = -1
Block (145, 209): dy = 1, dx = -3
Block (153, 209): dy = -2, dx = -4
Block (161, 209): dy = -2, dx = -6
Block (169, 209): dy = 2, dx = -4
Block (177, 209): dy = 2, dx = -5
Block (185, 209): dy = 0, dx = -7
Block (193, 209): dy = 2, dx = -5
Block (201, 209): dy = 2, dx = -4
Block (209, 209): dy = 1, dx = -1
Block (217, 209): dy = -1, dx = -2
Block (225, 209): dy = 7, dx = 3
Block (233, 209): dy = 5, dx = 5
Block (241, 209): dy = -3, dx = -4
Block (249, 209): dy = 1, dx = -2
Block (257, 209): dy = 0, dx = 0
Block (265, 209): dy = 0, dx = 0
Block (273, 209): dy = 0, dx = 0
Block (281, 209): dy = 0, dx = 0
Block (289, 209): dy = 0, dx = 0
Block (297, 209): dy = 0, dx = 0
Block (305, 209): dy = 0, dx = 0
Block (313, 209): dy = 0, dx = 0
Block (321, 209): dy = 0, dx = 0
Block (329, 209): dy = 0, dx = 0
Block (337, 209): dy = 0, dx = 0
Block (345, 209): dy = 0, dx = 0
Block (1, 217): dy = 0, dx = 0
Block (9, 217): dy = 0, dx = 0
Block (17, 217): dy = 0, dx = 0
Block (25, 217): dy = 0, dx = 0
Block (33, 217): dy = 0, dx = 0
Block (41, 217): dy = 0, dx = 0
Block (49, 217): dy = 0, dx = 0
Block (57, 217): dy = 0, dx = 0
Block (65, 217): dy = 0, dx = 0
Block (73, 217): dy = 0, dx = 0
Block (81, 217): dy = 0, dx = 0
Block (89, 217): dy = 0, dx = 0
Block (97, 217): dy = 0, dx = 0
Block (105, 217): dy = 1, dx = 0
Block (113, 217): dy = 0, dx = 1
Block (121, 217): dy = 0, dx = 1
Block (129, 217): dy = -1, dx = 0
Block (137, 217): dy = -3, dx = -2
Block (145, 217): dy = 1, dx = -2
Block (153, 217): dy = 2, dx = -3
Block (161, 217): dy = -6, dx = -8
Block (169, 217): dy = -6, dx = -8
Block (177, 217): dy = 1, dx = -4
Block (185, 217): dy = 1, dx = -4
Block (193, 217): dy = 2, dx = -4
Block (201, 217): dy = 2, dx = -4
Block (209, 217): dy = 1, dx = -4
Block (217, 217): dy = 1, dx = -3
Block (225, 217): dy = -1, dx = 5
Block (233, 217): dy = -2, dx = -3
Block (241, 217): dy = -3, dx = -3
Block (249, 217): dy = 0, dx = -2
Block (257, 217): dy = 0, dx = 0
Block (265, 217): dy = 0, dx = 0
Block (273, 217): dy = 0, dx = 0
Block (281, 217): dy = 0, dx = 0
Block (289, 217): dy = 0, dx = 0
Block (297, 217): dy = 0, dx = 0
Block (305, 217): dy = 0, dx = 0
Block (313, 217): dy = 0, dx = 0
Block (321, 217): dy = 0, dx = 0
Block (329, 217): dy = 0, dx = 0
Block (337, 217): dy = 0, dx = 0
Block (345, 217): dy = 0, dx = 0
Block (1, 225): dy = 0, dx = 0
Block (9, 225): dy = 0, dx = 0
Block (17, 225): dy = 0, dx = 0
Block (25, 225): dy = 0, dx = 0
Block (33, 225): dy = 0, dx = 0
Block (41, 225): dy = 0, dx = 0
Block (49, 225): dy = 0, dx = 0
Block (57, 225): dy = 0, dx = 0
Block (65, 225): dy = 0, dx = 0
Block (73, 225): dy = 0, dx = 0
Block (81, 225): dy = 0, dx = 0
Block (89, 225): dy = 0, dx = 0
Block (97, 225): dy = 0, dx = 0
Block (105, 225): dy = 0, dx = 0
Block (113, 225): dy = 0, dx = 0
Block (121, 225): dy = 0, dx = 1
Block (129, 225): dy = -2, dx = 0
Block (137, 225): dy = -1, dx = 0
Block (145, 225): dy = 2, dx = 1
Block (153, 225): dy = 1, dx = -3
Block (161, 225): dy = 2, dx = -3
Block (169, 225): dy = 5, dx = -3
Block (177, 225): dy = 1, dx = -3
Block (185, 225): dy = 0, dx = -6
Block (193, 225): dy = 2, dx = -3
Block (201, 225): dy = 2, dx = -4
Block (209, 225): dy = 2, dx = -3
Block (217, 225): dy = 1, dx = -2
Block (225, 225): dy = 0, dx = -1
Block (233, 225): dy = -1, dx = -3
Block (241, 225): dy = -1, dx = -4
Block (249, 225): dy = 0, dx = -2
Block (257, 225): dy = 0, dx = 0
Block (265, 225): dy = 0, dx = 0
Block (273, 225): dy = 0, dx = 0
Block (281, 225): dy = 0, dx = 0
Block (289, 225): dy = 0, dx = 0
Block (297, 225): dy = 0, dx = 0
Block (305, 225): dy = 0, dx = 0
Block (313, 225): dy = 0, dx = 0
Block (321, 225): dy = 0, dx = 0
Block (329, 225): dy = 0, dx = 0
Block (337, 225): dy = 0, dx = 0
Block (345, 225): dy = 0, dx = 0
Block (1, 233): dy = 0, dx = 0
Block (9, 233): dy = 0, dx = 0
Block (17, 233): dy = 0, dx = 0
Block (25, 233): dy = 0, dx = 0
Block (33, 233): dy = 0, dx = 0
Block (41, 233): dy = 0, dx = 0
Block (49, 233): dy = 0, dx = 0
Block (57, 233): dy = 0, dx = 0
Block (65, 233): dy = 0, dx = 0
Block (73, 233): dy = 0, dx = 0
Block (81, 233): dy = 0, dx = 0
Block (89, 233): dy = 0, dx = 0
Block (97, 233): dy = 0, dx = 0
Block (105, 233): dy = 0, dx = 0
Block (113, 233): dy = 0, dx = 0
Block (121, 233): dy = 1, dx = 1
Block (129, 233): dy = 0, dx = 1
Block (137, 233): dy = 0, dx = 1
Block (145, 233): dy = -4, dx = 8
Block (153, 233): dy = -1, dx = -4
Block (161, 233): dy = 1, dx = -3
Block (169, 233): dy = 2, dx = -4
Block (177, 233): dy = -2, dx = 7
Block (185, 233): dy = 1, dx = -4
Block (193, 233): dy = 1, dx = -4
Block (201, 233): dy = 1, dx = -4
Block (209, 233): dy = 2, dx = -3
Block (217, 233): dy = 1, dx = -3
Block (225, 233): dy = 0, dx = -3
Block (233, 233): dy = -2, dx = -4
Block (241, 233): dy = -1, dx = -4
Block (249, 233): dy = -1, dx = -2
Block (257, 233): dy = 0, dx = 0
Block (265, 233): dy = 0, dx = 0
Block (273, 233): dy = 0, dx = 0
Block (281, 233): dy = 0, dx = 0
Block (289, 233): dy = 0, dx = 0
Block (297, 233): dy = 0, dx = 0
Block (305, 233): dy = 0, dx = 0
Block (313, 233): dy = 0, dx = 0
Block (321, 233): dy = 0, dx = 0
Block (329, 233): dy = 0, dx = 0
Block (337, 233): dy = 0, dx = 0
Block (345, 233): dy = 0, dx = 0
Block (1, 241): dy = 0, dx = 0
Block (9, 241): dy = 0, dx = 0
Block (17, 241): dy = 0, dx = 0
Block (25, 241): dy = 0, dx = 0
Block (33, 241): dy = 0, dx = 0
Block (41, 241): dy = 0, dx = 0
Block (49, 241): dy = 0, dx = 0
Block (57, 241): dy = 0, dx = 0
Block (65, 241): dy = 0, dx = 0
Block (73, 241): dy = 0, dx = 0
Block (81, 241): dy = 0, dx = 0
Block (89, 241): dy = 0, dx = 0
Block (97, 241): dy = 0, dx = 0
Block (105, 241): dy = 0, dx = 0
Block (113, 241): dy = 0, dx = 0
Block (121, 241): dy = 0, dx = 0
Block (129, 241): dy = 0, dx = 1
Block (137, 241): dy = 0, dx = 1
Block (145, 241): dy = 0, dx = 1
Block (153, 241): dy = -1, dx = -5
Block (161, 241): dy = 0, dx = -3
Block (169, 241): dy = 1, dx = -3
Block (177, 241): dy = 1, dx = -3
Block (185, 241): dy = -2, dx = 4
Block (193, 241): dy = 1, dx = -3
Block (201, 241): dy = 1, dx = -4
Block (209, 241): dy = 1, dx = -4
Block (217, 241): dy = 1, dx = -3
Block (225, 241): dy = 0, dx = -4
Block (233, 241): dy = 0, dx = -4
Block (241, 241): dy = -1, dx = -2
Block (249, 241): dy = 0, dx = 0
Block (257, 241): dy = 0, dx = 0
Block (265, 241): dy = 0, dx = 0
Block (273, 241): dy = 0, dx = 0
Block (281, 241): dy = 0, dx = 0
Block (289, 241): dy = 0, dx = 0
Block (297, 241): dy = 0, dx = 0
Block (305, 241): dy = 0, dx = 0
Block (313, 241): dy = 0, dx = 0
Block (321, 241): dy = 0, dx = 0
Block (329, 241): dy = 0, dx = 0
Block (337, 241): dy = 0, dx = 0
Block (345, 241): dy = 0, dx = 0
Block (1, 249): dy = 0, dx = 0
Block (9, 249): dy = 0, dx = 0
Block (17, 249): dy = 0, dx = 0
Block (25, 249): dy = 0, dx = 0
Block (33, 249): dy = 0, dx = 0
Block (41, 249): dy = 0, dx = 0
Block (49, 249): dy = 0, dx = 0
Block (57, 249): dy = 0, dx = 0
Block (65, 249): dy = 0, dx = 0
Block (73, 249): dy = 0, dx = 0
Block (81, 249): dy = 0, dx = 0
Block (89, 249): dy = 0, dx = 0
Block (97, 249): dy = 0, dx = 0
Block (105, 249): dy = 0, dx = 0
Block (113, 249): dy = 0, dx = 0
Block (121, 249): dy = 0, dx = 0
Block (129, 249): dy = 0, dx = 1
Block (137, 249): dy = 0, dx = 0
Block (145, 249): dy = 0, dx = 1
Block (153, 249): dy = -6, dx = -6
Block (161, 249): dy = -1, dx = -4
Block (169, 249): dy = 0, dx = -4
Block (177, 249): dy = -1, dx = -5
Block (185, 249): dy = -1, dx = -5
Block (193, 249): dy = 0, dx = -5
Block (201, 249): dy = 1, dx = -4
Block (209, 249): dy = 1, dx = -4
Block (217, 249): dy = 1, dx = -3
Block (225, 249): dy = 1, dx = -3
Block (233, 249): dy = 0, dx = -3
Block (241, 249): dy = 0, dx = -2
Block (249, 249): dy = 0, dx = 0
Block (257, 249): dy = 0, dx = 0
Block (265, 249): dy = 0, dx = 0
Block (273, 249): dy = 0, dx = 0
Block (281, 249): dy = 0, dx = 0
Block (289, 249): dy = 0, dx = 0
Block (297, 249): dy = 0, dx = 0
Block (305, 249): dy = 0, dx = 0
Block (313, 249): dy = 0, dx = 0
Block (321, 249): dy = 0, dx = 0
Block (329, 249): dy = 0, dx = 0
Block (337, 249): dy = 0, dx = 0
Block (345, 249): dy = 0, dx = 0
Block (1, 257): dy = 0, dx = 0
Block (9, 257): dy = 0, dx = 0
Block (17, 257): dy = 0, dx = 0
Block (25, 257): dy = 0, dx = 0
Block (33, 257): dy = 0, dx = 0
Block (41, 257): dy = 0, dx = 0
Block (49, 257): dy = 0, dx = 0
Block (57, 257): dy = 0, dx = 0
Block (65, 257): dy = 0, dx = 0
Block (73, 257): dy = 0, dx = 0
Block (81, 257): dy = 0, dx = 0
Block (89, 257): dy = 0, dx = 0
Block (97, 257): dy = 0, dx = 0
Block (105, 257): dy = 0, dx = 0
Block (113, 257): dy = 0, dx = 0
Block (121, 257): dy = 0, dx = 1
Block (129, 257): dy = 0, dx = 1
Block (137, 257): dy = 0, dx = 1
Block (145, 257): dy = 0, dx = 1
Block (153, 257): dy = 0, dx = 1
Block (161, 257): dy = -8, dx = -5
Block (169, 257): dy = -2, dx = -5
Block (177, 257): dy = -3, dx = -7
Block (185, 257): dy = -3, dx = -7
Block (193, 257): dy = 0, dx = -4
Block (201, 257): dy = 1, dx = -2
Block (209, 257): dy = 1, dx = -3
Block (217, 257): dy = 1, dx = -3
Block (225, 257): dy = 1, dx = -7
Block (233, 257): dy = 0, dx = -1
Block (241, 257): dy = 0, dx = 1
Block (249, 257): dy = 0, dx = 1
Block (257, 257): dy = 0, dx = 0
Block (265, 257): dy = 0, dx = 0
Block (273, 257): dy = 0, dx = 0
Block (281, 257): dy = 0, dx = 0
Block (289, 257): dy = 0, dx = 0
Block (297, 257): dy = 0, dx = 0
Block (305, 257): dy = 0, dx = 0
Block (313, 257): dy = 0, dx = 0
Block (321, 257): dy = 0, dx = 0
Block (329, 257): dy = 0, dx = 0
Block (337, 257): dy = 0, dx = 0
Block (345, 257): dy = 0, dx = 0
Block (1, 265): dy = 0, dx = 0
Block (9, 265): dy = 0, dx = 0
Block (17, 265): dy = 0, dx = 0
Block (25, 265): dy = 0, dx = 0
Block (33, 265): dy = 0, dx = 0
Block (41, 265): dy = 0, dx = 0
Block (49, 265): dy = 0, dx = 0
Block (57, 265): dy = 0, dx = 0
Block (65, 265): dy = 0, dx = 0
Block (73, 265): dy = 0, dx = 0
Block (81, 265): dy = 0, dx = 0
Block (89, 265): dy = 0, dx = 0
Block (97, 265): dy = 0, dx = 0
Block (105, 265): dy = 0, dx = 0
Block (113, 265): dy = 0, dx = 0
Block (121, 265): dy = 0, dx = 1
Block (129, 265): dy = 0, dx = 1
Block (137, 265): dy = 0, dx = 1
Block (145, 265): dy = 0, dx = 1
Block (153, 265): dy = 0, dx = 1
Block (161, 265): dy = 0, dx = 1
Block (169, 265): dy = 3, dx = 1
Block (177, 265): dy = -2, dx = -6
Block (185, 265): dy = -5, dx = -8
Block (193, 265): dy = 1, dx = -2
Block (201, 265): dy = 1, dx = -2
Block (209, 265): dy = 1, dx = -3
Block (217, 265): dy = 1, dx = -3
Block (225, 265): dy = -1, dx = 1
Block (233, 265): dy = 0, dx = 0
Block (241, 265): dy = 0, dx = 0
Block (249, 265): dy = 0, dx = 1
Block (257, 265): dy = 0, dx = 0
Block (265, 265): dy = 0, dx = 0
Block (273, 265): dy = 0, dx = 0
Block (281, 265): dy = 0, dx = 0
Block (289, 265): dy = 0, dx = 0
Block (297, 265): dy = 0, dx = 0
Block (305, 265): dy = 0, dx = 0
Block (313, 265): dy = 0, dx = 0
Block (321, 265): dy = 0, dx = 0
Block (329, 265): dy = 0, dx = 0
Block (337, 265): dy = 0, dx = 0
Block (345, 265): dy = 0, dx = 0
Block (1, 273): dy = 0, dx = 0
Block (9, 273): dy = 0, dx = 0
Block (17, 273): dy = 0, dx = 0
Block (25, 273): dy = 0, dx = 0
Block (33, 273): dy = 0, dx = 0
Block (41, 273): dy = 0, dx = 0
Block (49, 273): dy = 0, dx = 0
Block (57, 273): dy = 0, dx = 0
Block (65, 273): dy = 0, dx = 0
Block (73, 273): dy = 0, dx = 0
Block (81, 273): dy = 0, dx = 0
Block (89, 273): dy = 0, dx = 0
Block (97, 273): dy = 0, dx = 0
Block (105, 273): dy = 0, dx = 0
Block (113, 273): dy = 0, dx = 1
Block (121, 273): dy = 0, dx = 1
Block (129, 273): dy = 0, dx = 1
Block (137, 273): dy = 0, dx = 1
Block (145, 273): dy = 0, dx = 1
Block (153, 273): dy = 0, dx = 1
Block (161, 273): dy = 0, dx = 1
Block (169, 273): dy = 0, dx = 1
Block (177, 273): dy = 0, dx = -3
Block (185, 273): dy = 0, dx = -4
Block (193, 273): dy = 0, dx = -3
Block (201, 273): dy = 0, dx = -1
Block (209, 273): dy = 0, dx = -2
Block (217, 273): dy = 0, dx = -2
Block (225, 273): dy = 4, dx = 1
Block (233, 273): dy = 3, dx = 0
Block (241, 273): dy = -4, dx = 1
Block (249, 273): dy = 0, dx = 1
Block (257, 273): dy = 0, dx = 0
Block (265, 273): dy = 0, dx = 0
Block (273, 273): dy = 0, dx = 0
Block (281, 273): dy = 0, dx = 0
Block (289, 273): dy = 0, dx = 0
Block (297, 273): dy = 0, dx = 0
Block (305, 273): dy = 0, dx = 0
Block (313, 273): dy = 0, dx = 0
Block (321, 273): dy = 0, dx = 0
Block (329, 273): dy = 0, dx = 0
Block (337, 273): dy = 0, dx = 0
Block (345, 273): dy = 0, dx = 0
Block (1, 281): dy = 0, dx = 0
Block (9, 281): dy = 0, dx = 0
Block (17, 281): dy = 0, dx = 0
Block (25, 281): dy = 0, dx = 0
Block (33, 281): dy = 0, dx = 0
Block (41, 281): dy = 0, dx = 0
Block (49, 281): dy = 0, dx = 0
Block (57, 281): dy = 0, dx = 0
Block (65, 281): dy = 0, dx = 0
Block (73, 281): dy = 0, dx = 0
Block (81, 281): dy = 0, dx = 0
Block (89, 281): dy = 0, dx = 1
Block (97, 281): dy = 0, dx = 1
Block (105, 281): dy = 0, dx = 1
Block (113, 281): dy = 0, dx = 1
Block (121, 281): dy = 0, dx = 1
Block (129, 281): dy = 0, dx = 0
Block (137, 281): dy = 0, dx = 1
Block (145, 281): dy = 0, dx = 1
Block (153, 281): dy = 0, dx = 1
Block (161, 281): dy = 0, dx = 1
Block (169, 281): dy = 0, dx = 1
Block (177, 281): dy = 0, dx = 1
Block (185, 281): dy = 0, dx = 1
Block (193, 281): dy = 0, dx = 0
Block (201, 281): dy = 0, dx = 0
Block (209, 281): dy = 0, dx = -1
Block (217, 281): dy = 0, dx = -3
Block (225, 281): dy = 0, dx = 1
Block (233, 281): dy = 0, dx = 1
Block (241, 281): dy = 0, dx = -1
Block (249, 281): dy = 0, dx = 1
Block (257, 281): dy = 0, dx = 0
Block (265, 281): dy = 0, dx = 0
Block (273, 281): dy = 0, dx = 0
Block (281, 281): dy = 0, dx = 0
Block (289, 281): dy = 0, dx = 0
Block (297, 281): dy = 0, dx = 0
Block (305, 281): dy = 0, dx = 0
Block (313, 281): dy = 0, dx = 0
Block (321, 281): dy = 0, dx = 0
Block (329, 281): dy = 0, dx = 0
Block (337, 281): dy = 0, dx = 0
Block (345, 281): dy = 0, dx = 0
Block (1, 1): dy = 0, dx = 0
Block (9, 1): dy = 0, dx = 0
Block (17, 1): dy = 0, dx = 0
Block (25, 1): dy = 0, dx = 0
Block (33, 1): dy = 0, dx = 0
Block (41, 1): dy = 0, dx = 0
Block (49, 1): dy = 0, dx = 0
Block (57, 1): dy = 0, dx = 1
Block (65, 1): dy = 2, dx = -4
Block (73, 1): dy = 0, dx = 0
Block (81, 1): dy = 0, dx = 0
Block (89, 1): dy = 0, dx = 0
Block (97, 1): dy = 0, dx = 0
Block (105, 1): dy = 0, dx = 0
Block (113, 1): dy = 0, dx = 0
Block (121, 1): dy = 1, dx = 0
Block (129, 1): dy = 0, dx = 1
Block (137, 1): dy = 0, dx = 1
Block (145, 1): dy = 0, dx = 1
Block (153, 1): dy = 2, dx = -4
Block (161, 1): dy = 2, dx = -4
Block (169, 1): dy = 0, dx = 1
Block (177, 1): dy = 0, dx = 0
Block (185, 1): dy = 0, dx = 0
Block (193, 1): dy = 0, dx = 0
Block (201, 1): dy = 0, dx = -1
Block (209, 1): dy = 0, dx = -1
Block (217, 1): dy = 0, dx = -1
Block (225, 1): dy = 1, dx = 0
Block (233, 1): dy = 0, dx = 0
Block (241, 1): dy = 0, dx = 0
Block (249, 1): dy = 0, dx = 0
Block (257, 1): dy = 1, dx = 0
Block (265, 1): dy = 4, dx = 3
Block (273, 1): dy = 0, dx = -1
Block (281, 1): dy = 0, dx = 0
Block (289, 1): dy = 1, dx = 0
Block (297, 1): dy = 1, dx = 0
Block (305, 1): dy = 1, dx = 0
Block (313, 1): dy = 1, dx = 0
Block (321, 1): dy = 2, dx = 1
Block (329, 1): dy = 1, dx = 0
Block (337, 1): dy = 1, dx = 0
Block (345, 1): dy = 1, dx = 0
Block (1, 9): dy = 0, dx = 0
Block (9, 9): dy = 0, dx = 0
Block (17, 9): dy = 0, dx = 0
Block (25, 9): dy = 0, dx = 0
Block (33, 9): dy = 0, dx = -1
Block (41, 9): dy = 0, dx = 0
Block (49, 9): dy = 0, dx = 1
Block (57, 9): dy = 0, dx = 0
Block (65, 9): dy = 0, dx = 0
Block (73, 9): dy = 0, dx = 0
Block (81, 9): dy = 0, dx = 0
Block (89, 9): dy = 0, dx = 0
Block (97, 9): dy = 0, dx = 0
Block (105, 9): dy = 0, dx = 0
Block (113, 9): dy = 2, dx = -4
Block (121, 9): dy = 0, dx = 1
Block (129, 9): dy = 0, dx = 0
Block (137, 9): dy = -1, dx = 3
Block (145, 9): dy = -1, dx = 3
Block (153, 9): dy = 0, dx = 0
Block (161, 9): dy = 0, dx = 0
Block (169, 9): dy = 0, dx = 0
Block (177, 9): dy = -4, dx = -8
Block (185, 9): dy = -2, dx = 0
Block (193, 9): dy = -3, dx = 5
Block (201, 9): dy = -2, dx = -2
Block (209, 9): dy = -2, dx = -7
Block (217, 9): dy = -2, dx = -3
Block (225, 9): dy = -1, dx = -2
Block (233, 9): dy = 1, dx = 0
Block (241, 9): dy = 0, dx = 0
Block (249, 9): dy = 0, dx = 0
Block (257, 9): dy = 0, dx = 0
Block (265, 9): dy = 1, dx = 0
Block (273, 9): dy = 4, dx = 3
Block (281, 9): dy = 0, dx = 0
Block (289, 9): dy = 0, dx = 0
Block (297, 9): dy = 1, dx = 0
Block (305, 9): dy = 1, dx = 0
Block (313, 9): dy = 0, dx = 0
Block (321, 9): dy = 1, dx = 0
Block (329, 9): dy = 8, dx = 6
Block (337, 9): dy = 1, dx = 0
Block (345, 9): dy = 1, dx = 0
Block (1, 17): dy = 0, dx = 0
Block (9, 17): dy = -1, dx = 0
Block (17, 17): dy = 0, dx = 0
Block (25, 17): dy = 0, dx = 0
Block (33, 17): dy = 0, dx = 0
Block (41, 17): dy = 0, dx = 0
Block (49, 17): dy = 0, dx = 0
Block (57, 17): dy = 0, dx = 0
Block (65, 17): dy = 0, dx = 0
Block (73, 17): dy = 0, dx = 0
Block (81, 17): dy = 0, dx = 0
Block (89, 17): dy = 0, dx = 0
Block (97, 17): dy = 0, dx = 1
Block (105, 17): dy = -1, dx = 3
Block (113, 17): dy = 2, dx = -4
Block (121, 17): dy = 2, dx = -4
Block (129, 17): dy = -2, dx = 5
Block (137, 17): dy = 0, dx = 0
Block (145, 17): dy = 0, dx = 0
Block (153, 17): dy = -2, dx = -8
Block (161, 17): dy = -5, dx = 7
Block (169, 17): dy = 0, dx = -6
Block (177, 17): dy = -3, dx = 2
Block (185, 17): dy = -3, dx = 7
Block (193, 17): dy = 1, dx = 0
Block (201, 17): dy = 0, dx = -8
Block (209, 17): dy = -1, dx = 2
Block (217, 17): dy = 0, dx = 2
Block (225, 17): dy = -2, dx = -3
Block (233, 17): dy = -2, dx = -3
Block (241, 17): dy = -6, dx = -7
Block (249, 17): dy = 1, dx = 0
Block (257, 17): dy = 1, dx = 0
Block (265, 17): dy = 1, dx = 0
Block (273, 17): dy = 1, dx = 0
Block (281, 17): dy = -7, dx = -7
Block (289, 17): dy = 0, dx = -1
Block (297, 17): dy = 0, dx = 0
Block (305, 17): dy = 4, dx = 3
Block (313, 17): dy = 1, dx = 0
Block (321, 17): dy = 0, dx = 0
Block (329, 17): dy = 1, dx = 0
Block (337, 17): dy = 2, dx = 1
Block (345, 17): dy = 0, dx = 0
Block (1, 25): dy = 0, dx = 0
Block (9, 25): dy = 0, dx = 0
Block (17, 25): dy = 0, dx = 0
Block (25, 25): dy = 0, dx = 0
Block (33, 25): dy = 0, dx = 0
Block (41, 25): dy = 0, dx = 0
Block (49, 25): dy = 0, dx = 0
Block (57, 25): dy = 0, dx = 0
Block (65, 25): dy = 0, dx = 0
Block (73, 25): dy = 3, dx = -6
